snapshot_date,product_id,store_id,stock_on_hand,reorder_point,lead_time_days
2025-12-21,PRD-0067,STR-001,110,43,8
2025-12-21,PRD-0067,STR-005,71,44,12
2025-12-21,PRD-0067,STR-006,131,31,11
2025-12-21,PRD-0067,STR-007,168,10,9
2025-12-21,PRD-0067,STR-008,153,23,11
2025-12-21,PRD-0067,STR-010,141,27,13
2025-12-21,PRD-0067,STR-011,131,16,9
2025-12-21,PRD-0067,STR-014,999999,40,7
2025-12-21,PRD-0067,STR-017,8,10,3
2025-12-21,PRD-0068,STR-004,185,12,2
2025-12-21,PRD-0068,STR-013,191,28,13
2025-12-21,PRD-0068,STR-015,192,27,4
2025-12-21,PRD-0069,STR-003,53,50,9
2025-12-21,PRD-0069,STR-011,103,22,10
2025-12-21,PRD-0069,STR-016,116,15,8
2025-12-21,PRD-0069,STR-017,32,25,9
2025-12-21,PRD-0069,STR-018,3,21,4
2025-12-21,PRD-0070,STR-003,106,48,3
2025-12-21,PRD-0070,STR-007,119,19,8
2025-12-21,PRD-0070,STR-009,179,39,3
2025-12-21,PRD-0070,STR-010,0,31,7
2025-12-21,PRD-0070,STR-011,165,48,13
2025-12-21,PRD-0071,STR-001,24,24,10
2025-12-21,PRD-0071,STR-005,24,49,13
2025-12-21,PRD-0071,STR-010,146,45,13
2025-12-21,PRD-0071,STR-011,121,24,9
2025-12-21,PRD-0071,STR-012,184,21,12
2025-12-21,PRD-0071,STR-013,177,13,3
2025-12-21,PRD-0072,STR-010,124,48,13
2025-12-21,PRD-0072,STR-014,194,40,12
2025-12-21,PRD-0072,STR-017,6,33,5
2025-12-21,PRD-0073,STR-003,94,47,6
2025-12-21,PRD-0073,STR-004,87,46,12
2025-12-21,PRD-0073,STR-009,123,16,10
2025-12-21,PRD-0073,STR-012,180,28,9
2025-12-21,PRD-0073,STR-015,169,32,2
2025-12-21,PRD-0073,STR-016,76,25,9
2025-12-21,PRD-0073,STR-017,168,35,6
2025-12-21,PRD-0074,STR-006,63,18,5
2025-12-21,PRD-0074,STR-007,18,20,6
2025-12-21,PRD-0074,STR-008,97,46,6
2025-12-21,PRD-0074,STR-012,93,50,6
2025-12-21,PRD-0074,STR-017,56,31,14
2025-12-21,PRD-0074,STR-018,61,42,5
2025-12-21,PRD-0075,STR-003,173,45,3
2025-12-21,PRD-0075,STR-007,1,47,10
2025-12-21,PRD-0075,STR-008,65,25,8
2025-12-21,PRD-0075,STR-012,170,26,11
2025-12-21,PRD-0076,STR-007,180,17,14
2025-12-21,PRD-0076,STR-009,15,22,6
2025-12-21,PRD-0076,STR-012,178,34,2
2025-12-21,PRD-0076,STR-013,156,12,7
2025-12-21,PRD-0076,STR-014,50,25,5
2025-12-21,PRD-0076,STR-015,102,37,2
2025-12-21,PRD-0076,STR-018,166,29,14
2025-12-21,PRD-0077,STR-001,7,14,9
2025-12-21,PRD-0077,STR-005,123,39,8
2025-12-21,PRD-0077,STR-006,197,19,12
2025-12-21,PRD-0077,STR-010,57,43,12
2025-12-21,PRD-0077,STR-011,195,22,14
2025-12-21,PRD-0077,STR-014,159,39,13
2025-12-21,PRD-0077,STR-015,97,44,14
2025-12-21,PRD-0078,STR-005,114,40,5
2025-12-21,PRD-0078,STR-011,105,31,4
2025-12-21,PRD-0078,STR-014,178,35,6
2025-12-21,PRD-0078,STR-016,114,21,12
2025-12-21,PRD-0079,STR-002,185,36,11
2025-12-21,PRD-0079,STR-007,68,19,12
2025-12-21,PRD-0079,STR-014,92,36,6
2025-12-21,PRD-0079,STR-016,4,12,10
2025-12-21,PRD-0079,STR-017,108,36,6
2025-12-21,PRD-0080,STR-002,47,24,3
2025-12-21,PRD-0080,STR-005,139,38,4
2025-12-21,PRD-0080,STR-008,30,39,11
2025-12-21,PRD-0080,STR-009,127,29,9
2025-12-21,PRD-0080,STR-012,67,16,5
2025-12-21,PRD-0080,STR-017,32,26,4
2025-12-21,PRD-0081,STR-003,106,49,9
2025-12-21,PRD-0081,STR-005,35,45,3
2025-12-21,PRD-0081,STR-006,35,12,8
2025-12-21,PRD-0081,STR-007,50,45,13
2025-12-21,PRD-0081,STR-012,186,24,5
2025-12-21,PRD-0081,STR-015,105,41,12
2025-12-21,PRD-0081,STR-016,74,18,9
2025-12-21,PRD-0082,STR-006,119,41,8
2025-12-21,PRD-0082,STR-007,188,43,4
2025-12-21,PRD-0082,STR-010,63,42,7
2025-12-21,PRD-0082,STR-015,175,11,10
2025-12-21,PRD-0082,STR-017,64,24,13
2025-12-21,PRD-0082,STR-018,198,23,2
2025-12-21,PRD-0083,STR-001,22,14,6
2025-12-21,PRD-0083,STR-007,156,44,6
2025-12-21,PRD-0083,STR-008,123,22,11
2025-12-21,PRD-0083,STR-012,82,35,5
2025-12-21,PRD-0083,STR-015,49,31,2
2025-12-21,PRD-0083,STR-017,148,41,14
2025-12-21,PRD-0084,STR-011,66,39,12
2025-12-21,PRD-0084,STR-015,42,27,14
2025-12-21,PRD-0084,STR-018,183,48,10
2025-12-21,PRD-0085,STR-003,73,48,5
2025-12-21,PRD-0085,STR-006,127,47,11
2025-12-21,PRD-0085,STR-012,104,31,12
2025-12-21,PRD-0085,STR-013,176,12,8
2025-12-21,PRD-0085,STR-018,18,50,14
2025-12-21,PRD-0086,STR-002,6,12,10
2025-12-21,PRD-0086,STR-004,86,46,5
2025-12-21,PRD-0086,STR-007,180,35,11
2025-12-21,PRD-0086,STR-009,96,39,14
2025-12-21,PRD-0086,STR-014,35,16,2
2025-12-21,PRD-0086,STR-015,88,23,5
2025-12-21,PRD-0087,STR-001,25,48,3
2025-12-21,PRD-0087,STR-008,13,21,12
2025-12-21,PRD-0087,STR-009,77,22,13
2025-12-21,PRD-0087,STR-012,42,36,9
2025-12-21,PRD-0087,STR-013,74,29,7
2025-12-21,PRD-0087,STR-016,177,20,3
2025-12-21,PRD-0088,STR-003,107,33,13
2025-12-21,PRD-0088,STR-006,131,49,8
2025-12-21,PRD-0088,STR-009,76,36,14
2025-12-21,PRD-0088,STR-018,96,29,7
2025-12-21,PRD-0089,STR-001,32,41,9
2025-12-21,PRD-0089,STR-006,178,45,8
2025-12-21,PRD-0089,STR-012,62,41,13
2025-12-21,PRD-0089,STR-013,193,29,4
2025-12-21,PRD-0089,STR-016,38,20,7
2025-12-21,PRD-0089,STR-017,169,49,12
2025-12-21,PRD-0090,STR-002,94,33,14
2025-12-21,PRD-0090,STR-007,165,38,9
2025-12-21,PRD-0090,STR-009,104,43,11
2025-12-21,PRD-0090,STR-010,26,43,4
2025-12-21,PRD-0090,STR-012,8,42,14
2025-12-21,PRD-0090,STR-016,127,19,10
2025-12-21,PRD-0090,STR-018,109,31,7
2025-12-21,PRD-0091,STR-004,162,50,14
2025-12-21,PRD-0091,STR-008,58,25,6
2025-12-21,PRD-0091,STR-014,31,11,14
2025-12-21,PRD-0091,STR-018,57,46,13
2025-12-21,PRD-0092,STR-003,55,21,9
2025-12-21,PRD-0092,STR-004,5,13,12
2025-12-21,PRD-0092,STR-010,12,26,13
2025-12-21,PRD-0092,STR-011,40,45,3
2025-12-21,PRD-0092,STR-014,50,19,9
2025-12-21,PRD-0092,STR-016,101,32,8
2025-12-21,PRD-0092,STR-018,151,43,3
2025-12-21,PRD-0093,STR-001,1,13,12
2025-12-21,PRD-0093,STR-006,77,43,4
2025-12-21,PRD-0093,STR-009,130,27,3
2025-12-21,PRD-0094,STR-001,158,41,8
2025-12-21,PRD-0094,STR-006,156,48,14
2025-12-21,PRD-0094,STR-008,15,31,13
2025-12-21,PRD-0094,STR-009,19,37,10
2025-12-21,PRD-0094,STR-010,137,46,2
2025-12-21,PRD-0094,STR-012,73,22,2
2025-12-21,PRD-0094,STR-014,1,28,10
2025-12-21,PRD-0094,STR-018,78,22,13
2025-12-21,PRD-0095,STR-002,150,20,13
2025-12-21,PRD-0095,STR-004,98,24,10
2025-12-21,PRD-0095,STR-008,90,49,11
2025-12-21,PRD-0095,STR-011,36,11,10
2025-12-21,PRD-0095,STR-013,0,30,8
2025-12-21,PRD-0096,STR-003,164,33,9
2025-12-21,PRD-0096,STR-008,12,31,8
2025-12-21,PRD-0096,STR-009,25,20,9
2025-12-21,PRD-0096,STR-010,35,13,12
2025-12-21,PRD-0096,STR-014,73,22,3
2025-12-21,PRD-0097,STR-004,173,25,7
2025-12-21,PRD-0097,STR-006,156,42,3
2025-12-21,PRD-0097,STR-008,81,45,5
2025-12-21,PRD-0097,STR-009,21,50,6
2025-12-21,PRD-0097,STR-010,187,39,11
2025-12-21,PRD-0097,STR-011,80,16,7
2025-12-21,PRD-0098,STR-001,51,47,11
2025-12-21,PRD-0098,STR-004,49,38,14
2025-12-21,PRD-0098,STR-007,26,44,8
2025-12-21,PRD-0098,STR-008,107,49,13
2025-12-21,PRD-0098,STR-009,81,15,3
2025-12-21,PRD-0098,STR-010,43,42,11
2025-12-21,PRD-0098,STR-011,193,36,6
2025-12-21,PRD-0098,STR-014,64,27,6
2025-12-21,PRD-0098,STR-016,148,26,12
2025-12-21,PRD-0099,STR-001,37,20,14
2025-12-21,PRD-0099,STR-002,0,10,2
2025-12-21,PRD-0099,STR-004,49,38,4
2025-12-21,PRD-0099,STR-006,65,40,3
2025-12-21,PRD-0099,STR-010,117,18,8
2025-12-21,PRD-0099,STR-011,197,43,14
2025-12-21,PRD-0099,STR-013,108,40,7
2025-12-21,PRD-0100,STR-001,174,21,5
2025-12-21,PRD-0100,STR-002,178,14,3
2025-12-21,PRD-0100,STR-003,110,34,9
2025-12-21,PRD-0100,STR-004,37,27,9
2025-12-21,PRD-0100,STR-007,63,23,4
2025-12-21,PRD-0100,STR-008,113,37,11
2025-12-21,PRD-0100,STR-011,168,37,14
2025-12-21,PRD-0100,STR-012,184,49,3
2025-12-21,PRD-0100,STR-013,67,22,2
2025-12-21,PRD-0100,STR-015,88,31,7
2025-12-21,PRD-0101,STR-005,191,38,14
2025-12-21,PRD-0101,STR-012,3,26,5
2025-12-21,PRD-0101,STR-018,99,27,3
2025-12-21,PRD-0102,STR-007,46,33,5
2025-12-21,PRD-0102,STR-010,195,12,9
2025-12-21,PRD-0102,STR-011,159,17,14
2025-12-21,PRD-0102,STR-013,125,49,11
2025-12-21,PRD-0103,STR-005,199,34,10
2025-12-21,PRD-0103,STR-008,99,45,13
2025-12-21,PRD-0103,STR-009,174,50,4
2025-12-21,PRD-0103,STR-010,79,11,5
2025-12-21,PRD-0103,STR-011,86,24,14
2025-12-21,PRD-0103,STR-015,184,25,2
2025-12-21,PRD-0103,STR-017,198,17,14
2025-12-21,PRD-0103,STR-018,126,21,11
2025-12-21,PRD-0104,STR-002,8,34,13
2025-12-21,PRD-0104,STR-006,163,12,2
2025-12-21,PRD-0104,STR-007,151,30,7
2025-12-21,PRD-0104,STR-009,145,24,4
2025-12-21,PRD-0104,STR-010,70,44,5
2025-12-21,PRD-0104,STR-011,44,50,3
2025-12-21,PRD-0105,STR-004,191,19,8
2025-12-21,PRD-0105,STR-007,14,28,4
2025-12-21,PRD-0105,STR-008,29,34,8
2025-12-21,PRD-0105,STR-010,28,10,2
2025-12-21,PRD-0106,STR-007,48,22,11
2025-12-21,PRD-0106,STR-008,59,24,10
2025-12-21,PRD-0106,STR-009,141,34,14
2025-12-21,PRD-0106,STR-010,115,30,5
2025-12-21,PRD-0106,STR-015,144,35,3
2025-12-21,PRD-0106,STR-017,138,34,3
2025-12-21,PRD-0107,STR-001,1,38,14
2025-12-21,PRD-0107,STR-003,56,11,6
2025-12-21,PRD-0107,STR-006,156,42,3
2025-12-21,PRD-0107,STR-008,61,50,5
2025-12-21,PRD-0107,STR-012,73,16,4
2025-12-21,PRD-0107,STR-018,194,17,6
2025-12-21,PRD-0108,STR-001,73,32,10
2025-12-21,PRD-0108,STR-002,171,16,11
2025-12-21,PRD-0108,STR-004,26,47,2
2025-12-21,PRD-0108,STR-012,146,30,3
2025-12-21,PRD-0108,STR-014,76,20,7
2025-12-21,PRD-0109,STR-001,36,11,9
2025-12-21,PRD-0109,STR-002,21,11,8
2025-12-21,PRD-0109,STR-005,87,43,4
2025-12-21,PRD-0109,STR-006,106,28,5
2025-12-21,PRD-0109,STR-012,60,41,5
2025-12-21,PRD-0109,STR-016,160,37,11
2025-12-21,PRD-0110,STR-001,70,48,9
2025-12-21,PRD-0110,STR-005,71,32,13
2025-12-21,PRD-0110,STR-012,119,21,13
2025-12-21,PRD-0110,STR-013,17,15,12
2025-12-21,PRD-0110,STR-015,53,22,4
2025-12-21,PRD-0111,STR-002,170,30,10
2025-12-21,PRD-0111,STR-003,133,16,9
2025-12-21,PRD-0111,STR-004,114,14,10
2025-12-21,PRD-0111,STR-014,185,38,9
2025-12-21,PRD-0111,STR-017,116,32,11
2025-12-21,PRD-0112,STR-004,19,40,5
2025-12-21,PRD-0112,STR-005,155,21,14
2025-12-21,PRD-0112,STR-006,115,15,4
2025-12-21,PRD-0112,STR-007,98,44,5
2025-12-21,PRD-0112,STR-013,20,18,10
2025-12-21,PRD-0112,STR-015,1,49,4
2025-12-21,PRD-0112,STR-016,185,30,13
2025-12-21,PRD-0112,STR-017,55,28,3
2025-12-21,PRD-0112,STR-018,53,12,12
2025-12-21,PRD-0113,STR-001,8,36,6
2025-12-21,PRD-0113,STR-004,70,18,8
2025-12-21,PRD-0113,STR-005,175,19,11
2025-12-21,PRD-0113,STR-009,184,27,7
2025-12-21,PRD-0113,STR-010,94,43,4
2025-12-21,PRD-0113,STR-011,134,36,7
2025-12-21,PRD-0113,STR-012,194,50,11
2025-12-21,PRD-0114,STR-005,36,29,9
2025-12-21,PRD-0114,STR-006,96,25,7
2025-12-21,PRD-0114,STR-011,19,21,14
2025-12-21,PRD-0114,STR-017,162,46,9
2025-12-21,PRD-0115,STR-003,29,46,2
2025-12-21,PRD-0115,STR-008,95,34,9
2025-12-21,PRD-0115,STR-014,114,10,2
2025-12-21,PRD-0115,STR-016,197,29,12
2025-12-21,PRD-0116,STR-003,127,39,3
2025-12-21,PRD-0116,STR-008,106,41,11
2025-12-21,PRD-0116,STR-010,187,26,7
2025-12-21,PRD-0116,STR-014,152,35,4
2025-12-21,PRD-0116,STR-015,117,22,3
2025-12-21,PRD-0116,STR-016,160,21,5
2025-12-21,PRD-0117,STR-009,69,44,9
2025-12-21,PRD-0117,STR-010,4,24,4
2025-12-21,PRD-0117,STR-013,161,29,11
2025-12-21,PRD-0118,STR-007,186,37,11
2025-12-21,PRD-0118,STR-009,96,14,10
2025-12-21,PRD-0118,STR-012,37,18,11
2025-12-21,PRD-0118,STR-014,27,32,5
2025-12-21,PRD-0118,STR-015,69,38,6
2025-12-21,PRD-0118,STR-016,22,21,11
2025-12-21,PRD-0118,STR-017,52,25,8
2025-12-21,PRD-0118,STR-018,34,42,5
2025-12-21,PRD-0119,STR-001,33,24,3
2025-12-21,PRD-0119,STR-007,124,16,10
2025-12-21,PRD-0119,STR-008,100,46,11
2025-12-21,PRD-0119,STR-010,16,17,7
2025-12-21,PRD-0119,STR-014,21,11,12
2025-12-21,PRD-0120,STR-001,128,29,6
2025-12-21,PRD-0120,STR-007,96,21,12
2025-12-21,PRD-0120,STR-009,60,29,13
2025-12-21,PRD-0120,STR-018,176,23,5
2025-12-21,PRD-0121,STR-002,155,26,2
2025-12-21,PRD-0121,STR-005,33,19,5
2025-12-21,PRD-0121,STR-006,120,17,11
2025-12-21,PRD-0121,STR-013,130,47,14
2025-12-21,PRD-0122,STR-004,38,30,7
2025-12-21,PRD-0123,STR-005,195,11,7
2025-12-21,PRD-0123,STR-006,35,28,8
2025-12-21,PRD-0123,STR-009,197,23,2
2025-12-21,PRD-0123,STR-013,165,44,14
2025-12-21,PRD-0123,STR-016,15,13,5
2025-12-21,PRD-0124,STR-003,19,22,2
2025-12-21,PRD-0124,STR-006,81,32,6
2025-12-21,PRD-0124,STR-009,197,36,11
2025-12-21,PRD-0124,STR-013,142,19,2
2025-12-21,PRD-0124,STR-017,145,24,14
2025-12-21,PRD-0125,STR-003,52,16,6
2025-12-21,PRD-0125,STR-007,67,28,11
2025-12-21,PRD-0125,STR-009,40,23,5
2025-12-21,PRD-0125,STR-014,95,12,6
2025-12-21,PRD-0125,STR-015,60,44,2
2025-12-21,PRD-0126,STR-006,144,46,14
2025-12-21,PRD-0126,STR-007,88,24,14
2025-12-21,PRD-0126,STR-009,126,20,13
2025-12-21,PRD-0126,STR-010,183,11,5
2025-12-21,PRD-0126,STR-013,158,19,9
2025-12-21,PRD-0126,STR-014,54,27,4
2025-12-21,PRD-0126,STR-015,96,15,6
2025-12-21,PRD-0127,STR-004,103,27,8
2025-12-21,PRD-0127,STR-005,41,37,2
2025-12-21,PRD-0127,STR-010,157,37,3
2025-12-21,PRD-0127,STR-012,123,44,8
2025-12-21,PRD-0127,STR-014,140,41,7
2025-12-21,PRD-0127,STR-016,118,20,5
2025-12-21,PRD-0127,STR-018,175,48,5
2025-12-21,PRD-0128,STR-001,71,32,9
2025-12-21,PRD-0128,STR-007,28,34,7
2025-12-21,PRD-0128,STR-010,117,11,3
2025-12-21,PRD-0128,STR-015,113,29,13
2025-12-21,PRD-0129,STR-006,0,12,2
2025-12-21,PRD-0129,STR-009,103,23,10
2025-12-21,PRD-0129,STR-015,18,11,4
2025-12-21,PRD-0129,STR-016,97,26,7
2025-12-21,PRD-0129,STR-018,140,24,13
2025-12-21,PRD-0130,STR-001,138,40,2
2025-12-21,PRD-0130,STR-006,187,41,6
2025-12-21,PRD-0130,STR-007,98,43,2
2025-12-21,PRD-0130,STR-010,99,24,11
2025-12-21,PRD-0130,STR-015,75,21,9
2025-12-21,PRD-0131,STR-002,32,36,14
2025-12-21,PRD-0131,STR-009,132,47,14
2025-12-21,PRD-0132,STR-006,108,10,7
2025-12-21,PRD-0132,STR-007,32,14,10
2025-12-21,PRD-0132,STR-014,151,11,4
2025-12-21,PRD-0132,STR-015,132,39,13
2025-12-21,PRD-0132,STR-016,169,11,3
2025-12-21,PRD-0133,STR-001,67,46,11
2025-12-21,PRD-0133,STR-003,110,31,4
2025-12-21,PRD-0133,STR-008,45,25,11
2025-12-21,PRD-0133,STR-012,34,13,10
2025-12-21,PRD-0133,STR-013,172,11,6
2025-12-21,PRD-0133,STR-014,11,13,11
2025-12-21,PRD-0134,STR-004,180,48,4
2025-12-21,PRD-0134,STR-005,130,29,5
2025-12-21,PRD-0134,STR-007,21,31,5
2025-12-21,PRD-0134,STR-011,190,11,3
2025-12-21,PRD-0134,STR-012,36,45,5
2025-12-21,PRD-0135,STR-008,98,19,13
2025-12-21,PRD-0135,STR-011,86,29,8
2025-12-21,PRD-0135,STR-013,124,36,8
2025-12-21,PRD-0135,STR-017,193,14,12
2025-12-21,PRD-0136,STR-005,172,13,11
2025-12-21,PRD-0136,STR-007,146,44,3
2025-12-21,PRD-0136,STR-009,18,16,5
2025-12-21,PRD-0136,STR-011,177,41,8
2025-12-21,PRD-0136,STR-017,167,44,12
2025-12-21,PRD-0136,STR-018,103,46,10
2025-12-21,PRD-0137,STR-006,62,31,4
2025-12-21,PRD-0137,STR-009,3,14,9
2025-12-21,PRD-0137,STR-011,16,31,4
2025-12-21,PRD-0137,STR-014,79,28,10
2025-12-21,PRD-0137,STR-015,152,33,5
2025-12-21,PRD-0138,STR-006,57,21,13
2025-12-21,PRD-0138,STR-009,35,26,10
2025-12-21,PRD-0138,STR-011,9,41,4
2025-12-21,PRD-0138,STR-013,118,30,5
2025-12-21,PRD-0138,STR-016,35,20,11
2025-12-21,PRD-0138,STR-018,165,27,8
2025-12-21,PRD-0139,STR-003,180,46,2
2025-12-21,PRD-0139,STR-006,20,35,12
2025-12-21,PRD-0139,STR-010,66,37,4
2025-12-21,PRD-0139,STR-012,138,15,11
2025-12-21,PRD-0139,STR-014,159,21,7
2025-12-21,PRD-0139,STR-015,125,28,2
2025-12-21,PRD-0139,STR-016,57,33,14
2025-12-21,PRD-0139,STR-017,185,50,11
2025-12-21,PRD-0139,STR-018,160,44,14
2025-12-21,PRD-0140,STR-007,7,11,6
2025-12-21,PRD-0140,STR-010,196,10,6
2025-12-21,PRD-0140,STR-011,108,44,11
2025-12-21,PRD-0140,STR-014,141,23,2
2025-12-21,PRD-0140,STR-015,43,33,10
2025-12-21,PRD-0140,STR-018,48,48,7
2025-12-21,PRD-0141,STR-007,999999,29,5
2025-12-21,PRD-0141,STR-009,181,41,5
2025-12-21,PRD-0141,STR-010,184,44,11
2025-12-21,PRD-0141,STR-013,3,27,6
2025-12-21,PRD-0141,STR-014,163,30,13
2025-12-21,PRD-0141,STR-015,35,25,10
2025-12-21,PRD-0142,STR-011,48,34,13
2025-12-21,PRD-0142,STR-013,179,27,11
2025-12-21,PRD-0142,STR-015,55,29,11
2025-12-21,PRD-0143,STR-003,146,40,8
2025-12-21,PRD-0143,STR-005,-23,17,14
2025-12-21,PRD-0143,STR-007,103,35,2
2025-12-21,PRD-0143,STR-008,132,39,3
2025-12-21,PRD-0143,STR-015,14,16,3
2025-12-21,PRD-0144,STR-004,159,15,10
2025-12-21,PRD-0144,STR-005,51,42,5
2025-12-21,PRD-0144,STR-009,60,40,10
2025-12-21,PRD-0145,STR-003,200,46,11
2025-12-21,PRD-0146,STR-004,190,47,12
2025-12-21,PRD-0146,STR-008,121,45,4
2025-12-21,PRD-0146,STR-011,92,44,8
2025-12-21,PRD-0147,STR-001,196,22,8
2025-12-21,PRD-0147,STR-002,175,15,8
2025-12-21,PRD-0147,STR-004,168,47,10
2025-12-21,PRD-0147,STR-005,187,29,8
2025-12-21,PRD-0147,STR-006,38,28,13
2025-12-21,PRD-0147,STR-009,88,32,11
2025-12-21,PRD-0147,STR-010,46,37,13
2025-12-21,PRD-0147,STR-013,2,35,6
2025-12-21,PRD-0147,STR-015,191,40,8
2025-12-21,PRD-0147,STR-016,197,19,11
2025-12-21,PRD-0148,STR-003,31,37,10
2025-12-21,PRD-0148,STR-007,144,47,13
2025-12-21,PRD-0148,STR-009,194,38,13
2025-12-21,PRD-0148,STR-011,117,22,6
2025-12-21,PRD-0148,STR-014,143,48,3
2025-12-21,PRD-0148,STR-015,183,20,9
2025-12-21,PRD-0149,STR-004,105,29,8
2025-12-21,PRD-0149,STR-005,95,46,3
2025-12-21,PRD-0149,STR-007,183,33,4
2025-12-21,PRD-0149,STR-011,164,22,9
2025-12-21,PRD-0150,STR-002,51,17,7
2025-12-21,PRD-0150,STR-009,200,44,8
2025-12-21,PRD-0150,STR-016,141,22,10
2025-12-21,PRD-0150,STR-018,129,37,10
2025-12-21,PRD-0151,STR-003,54,19,3
2025-12-21,PRD-0151,STR-007,1,35,6
2025-12-21,PRD-0151,STR-010,112,33,14
2025-12-21,PRD-0151,STR-012,34,46,11
2025-12-21,PRD-0151,STR-017,81,37,9
2025-12-21,PRD-0152,STR-002,31,39,12
2025-12-21,PRD-0152,STR-006,109,33,7
2025-12-21,PRD-0152,STR-007,36,41,3
2025-12-21,PRD-0152,STR-008,28,32,5
2025-12-21,PRD-0152,STR-011,169,37,10
2025-12-21,PRD-0152,STR-012,141,36,13
2025-12-21,PRD-0152,STR-017,96,28,12
2025-12-21,PRD-0152,STR-018,73,50,9
2025-12-21,PRD-0153,STR-005,59,18,10
2025-12-21,PRD-0153,STR-006,12,11,14
2025-12-21,PRD-0153,STR-014,1,37,9
2025-12-21,PRD-0153,STR-015,116,20,7
2025-12-21,PRD-0153,STR-018,65,22,2
2025-12-21,PRD-0154,STR-009,136,37,6
2025-12-21,PRD-0154,STR-010,81,28,4
2025-12-21,PRD-0154,STR-016,24,33,13
2025-12-21,PRD-0154,STR-018,135,13,13
2025-12-21,PRD-0155,STR-003,62,33,5
2025-12-21,PRD-0155,STR-004,64,46,7
2025-12-21,PRD-0155,STR-009,143,28,7
2025-12-21,PRD-0156,STR-001,126,18,9
2025-12-21,PRD-0156,STR-002,129,26,5
2025-12-21,PRD-0156,STR-008,108,50,2
2025-12-21,PRD-0156,STR-010,153,14,5
2025-12-21,PRD-0156,STR-014,125,36,10
2025-12-21,PRD-0156,STR-017,129,34,12
2025-12-21,PRD-0157,STR-003,167,30,3
2025-12-21,PRD-0157,STR-007,58,22,3
2025-12-21,PRD-0157,STR-008,15,20,14
2025-12-21,PRD-0157,STR-012,18,35,5
2025-12-21,PRD-0157,STR-015,92,35,9
2025-12-21,PRD-0158,STR-003,67,10,8
2025-12-21,PRD-0158,STR-004,21,45,13
2025-12-21,PRD-0158,STR-007,52,45,9
2025-12-21,PRD-0158,STR-009,16,40,8
2025-12-21,PRD-0158,STR-016,169,49,9
2025-12-21,PRD-0158,STR-017,197,42,12
2025-12-21,PRD-0159,STR-008,171,29,3
2025-12-21,PRD-0159,STR-010,58,50,12
2025-12-21,PRD-0159,STR-016,1,45,9
2025-12-21,PRD-0159,STR-018,104,33,5
2025-12-21,PRD-0160,STR-002,121,40,10
2025-12-21,PRD-0160,STR-006,87,13,8
2025-12-21,PRD-0160,STR-007,40,20,10
2025-12-21,PRD-0160,STR-011,53,31,2
2025-12-21,PRD-0160,STR-014,185,21,7
2025-12-21,PRD-0160,STR-017,40,27,6
2025-12-21,PRD-0160,STR-018,58,43,14
2025-12-21,PRD-0161,STR-001,127,50,14
2025-12-21,PRD-0161,STR-007,141,13,6
2025-12-21,PRD-0161,STR-008,13,15,8
2025-12-21,PRD-0161,STR-009,162,31,12
2025-12-21,PRD-0161,STR-010,51,49,14
2025-12-21,PRD-0161,STR-013,36,36,6
2025-12-21,PRD-0161,STR-014,136,33,10
2025-12-21,PRD-0162,STR-005,15,36,8
2025-12-21,PRD-0162,STR-010,73,13,7
2025-12-21,PRD-0162,STR-012,147,26,14
2025-12-21,PRD-0162,STR-013,18,45,2
2025-12-21,PRD-0163,STR-002,148,15,5
2025-12-21,PRD-0163,STR-005,3,12,10
2025-12-21,PRD-0163,STR-007,63,38,7
2025-12-21,PRD-0163,STR-008,184,43,12
2025-12-21,PRD-0163,STR-010,152,32,9
2025-12-21,PRD-0163,STR-012,59,46,11
2025-12-21,PRD-0163,STR-015,54,22,12
2025-12-21,PRD-0164,STR-001,196,28,11
2025-12-21,PRD-0164,STR-004,82,44,10
2025-12-21,PRD-0164,STR-011,175,12,2
2025-12-21,PRD-0164,STR-012,95,30,6
2025-12-21,PRD-0164,STR-013,114,50,12
2025-12-21,PRD-0165,STR-003,180,30,6
2025-12-21,PRD-0165,STR-005,178,10,4
2025-12-21,PRD-0165,STR-008,69,29,4
2025-12-21,PRD-0165,STR-009,56,15,13
2025-12-21,PRD-0165,STR-014,1,50,14
2025-12-21,PRD-0165,STR-016,169,33,2
2025-12-21,PRD-0165,STR-018,41,31,14
2025-12-21,PRD-0166,STR-001,145,34,14
2025-12-21,PRD-0166,STR-003,53,21,3
2025-12-21,PRD-0166,STR-006,69,45,3
2025-12-21,PRD-0166,STR-009,122,36,8
2025-12-21,PRD-0166,STR-010,164,16,9
2025-12-21,PRD-0166,STR-014,11,22,6
2025-12-21,PRD-0166,STR-015,182,23,9
2025-12-21,PRD-0166,STR-017,178,32,13
2025-12-21,PRD-0166,STR-018,1,42,9
2025-12-21,PRD-0167,STR-001,170,18,10
2025-12-21,PRD-0167,STR-002,141,24,10
2025-12-21,PRD-0167,STR-005,72,36,7
2025-12-21,PRD-0167,STR-007,145,46,11
2025-12-21,PRD-0167,STR-011,8,29,14
2025-12-21,PRD-0167,STR-012,27,25,14
2025-12-21,PRD-0168,STR-001,58,18,11
2025-12-21,PRD-0168,STR-003,95,45,3
2025-12-21,PRD-0168,STR-005,93,40,9
2025-12-21,PRD-0168,STR-011,95,43,3
2025-12-21,PRD-0168,STR-015,66,17,7
2025-12-21,PRD-0169,STR-001,111,39,8
2025-12-21,PRD-0169,STR-002,92,22,5
2025-12-21,PRD-0169,STR-009,190,19,7
